DOLV_04_EKDL210009122-1a-AK31199-AK31200_HTVH3DSX2_L3	DOLV	10970364	1645554600	1323903606	1024878744	729958357	729958357	
HYPP_10_EKDL210007863-1a-AK19059-AK23764_HLNT5DSX2_L2	HYPP	10452246	1567836900	1316719687	1028093327	790014384	790014384	
LANG_03_EKDL210005548-1a-AK11436-AK16240_HHJKNDSX2_L4	LANG	10176078	1526411700	1337857632	1058320672	859056705	859056705	
DOLV_03_EKDL210009122-1a-AK31208-AK31209_HTVH3DSX2_L3	DOLV	11350494	1702574100	1373351555	1063714685	826816094	826816094	
COLN_17_EKDL210009123-1a-AK19132-AK15917_HTVH3DSX2_L3	COLN	11056838	1658525700	1320529478	1022947541	759619482	759619482	
HFJO_05_EKDL210004788-1a-AK11656-AK574_HHJYYDSX2_L1	    HFJO	10467366	1570104900	1394481619	1095082027	855701417	855701417	
DOLV_12_EKDL210009122-1a-AK18639-AK31107_HTVH3DSX2_L3	DOLV	11592500	1738875000	1424224553	1107212129	806070990	806070990	
HFJO_03_EKDL210005548-1a-AK11467-AK14066_HHJKNDSX2_L4	HFJO	10714624	1607193600	1405743168	1111092701	933802269	933802269	
DOLV_16_EKDL210009122-1a-AK19237-AK22949_HTVH3DSX2_L3	DOLV	11439552	1715932800	1391252617	991661496	728406987	728406987	
BOVA_13_EKDL200012859-1a-AK11246-AK16274_HNLVYDSXY_L1	BOVA	12186526	1827978900	1602572479	1251491620	988458172	988458172	
KLEV_12_EKDL210005548-1a-AK11401-AK7949_HHJKNDSX2_L4	KLEV	17794780	2669217000	2315601372	65940068	43269413	43269413	
HAFR_07_EKDL210004790-1a-AK11375-AK16261_HHJYYDSX2_L3	HAFR	10835802	1625370300	1453285431	1147307385	883268190	883268190	
KALV_04_EKDL200012859-1a-AK11659-AK16242_HNLVYDSXY_L1	KALV	9313678	    1397051700	1131366176	863614725	665557600	665557600	
BOVA_18_EKDL210009122-1a-AK19173-AK31131_HTVH3DSX2_L3	BOVA	11713400	1757010000	1438471214	1113466438	819017033	819017033	
LANG_05_EKDL210007863-1a-AK23707-AK23708_HLNT5DSX2_L2	LANG	11179888	1676983200	1418890835	1103717969	777401967	777401967	
CLEW_06_EKDL210007862-1a-AK16175-AK16176_HLNT5DSX2_L2	CLEW	12021444	1803216600	1461393747	1129564509	687943951	687943951	
DOLV_01_EKDL210009122-1a-AK19014-AK31232_HTVH3DSX2_L3	DOLV	11821456	1773218400	1420578352	1098539008	799063571	799063571	
DOLV_07_EKDL210009122-1a-AK18627-AK31161_HTVH3DSX2_L3	DOLV	12151426	1822713900	1422059802	1090763230	738791523	738791523	
CRES_17_EKDL200012859-1a-AK11600-AK6934_HNLVYDSXY_L1	CRES	12237932	1835689800	1641437911	1288410946	986461123	986461123	
BOVA_11_EKDL210009122-1a-AK31162-AK31163_HTVH3DSX2_L3	BOVA	11517066	1727559900	1423505222	1106911750	821984841	821984841	
LANG_16_EKDL210007863-1a-AK19032-AK23713_HLNT5DSX2_L2	LANG	11402912	1710436800	1423672457	1115558345	841320028	841320028	
BOVA_16_EKDL210005548-1a-AK11692-AK16230_HHJKNDSX2_L4	BOVA	12026384	1803957600	1537368828	1212694130	976478431	976478431	
HAFR_14_EKDL210004790-1a-AK11495-AK16238_HHJYYDSX2_L3	HAFR	11137602	1670640300	1501246882	1194521046	911933093	911933093	
BUNN_12_EKDL210007863-1a-AK27190-AK34205_HLNT5DSX2_L2	BUNN	11760150	1764022500	1457989566	1127206095	837177106	837177106	
COLN_19_EKDL210009123-1a-AK19111-AK23696_HTVH3DSX2_L3	COLN	11853530	1778029500	1462308778	1129131982	864878593	864878593	
GASO_17_EKDL210005548-1a-AK11582-AK8205_HHJKNDSX2_L4	GASO	11221886	1683282900	1460703289	1150188853	951516726	951516726	
BARR_04_EKDL210004790-1a-AK11710-AK16288_HHJYYDSX2_L3	BARR	11736320	1760448000	1551457164	1210228336	861882333	861882333	
HAUG_16_EKDL210004789-1a-AK11512-AK16284_HHJYYDSX2_L2	HAUG	12278390	1841758500	1589494891	1239830964	944030714	944030714	
HYPP_14_EKDL210007863-1a-AK27212-AK34199_HLNT5DSX2_L2	HYPP	11935328	1790299200	1492665393	1158851999	812418121	812418121	
